Company,Location,Industry,Laid_Off_Count,Percentage,Date,Source,Funds_Raised,Stage,Date_Added,Country,List_of_Employees_Laid_Off
Swiggy,Bengaluru,Food,600,0.1,1/19/2023 0:00,https://timesofindia.indiatimes.com/business/india-business/swiggy-likely-to-lay-off-up-to-10-of-employees-after-performance-review/articleshow/97140856.cms,3600,Unknown,1/20/2023 1:19,India,Unknown
WeWork ,New York City,Real Estate,300,,1/19/2023 0:00,https://investors.wework.com/news-and-events/press-releases/financial-releases-details/2023/WeWork-Announces-Date-of-Fourth-Quarter-and-Full-Year-2022-Results-Conference-Call/default.aspx,22200,IPO,1/19/2023 17:03,United States,Unknown
Hubilo,SF Bay Area,Other,115,0.35,1/19/2023 0:00,https://inc42.com/buzz/hubilo-fires-35-of-its-workforce-in-second-round-of-layoffs-within-6-months/,153,Series B,1/20/2023 1:03,United States,Unknown
Riot Games,Los Angeles,Consumer,46,,1/19/2023 0:00,https://www.eurogamer.net/riot-games-reportedly-making-layoffs,21,Acquired,1/20/2023 1:06,United States,Unknown
Fandom,SF Bay Area,Media,,,1/19/2023 0:00,https://variety.com/2023/digital/news/fandom-layoffs-giant-bomb-gamespot-metacritic-tv-guide-1235495258/,145,Series E,1/20/2023 1:21,United States,Unknown
Icertis,Seattle,Legal,,,1/19/2023 0:00,https://www.bizjournals.com/seattle/news/2023/01/19/icertis-layoffs-bellevue-unicorn-contract-software.html,521,Unknown,1/20/2023 4:50,United States,Unknown
Magnite,Los Angeles,Marketing,,0.06,1/19/2023 0:00,https://seekingalpha.com/news/3926164-magnite-slashes-jobs-by-6-globally-sec-filing,400,IPO,1/20/2023 4:46,United States,Unknown
Mudafy,Mexico City,Real Estate,,,1/19/2023 0:00,https://www.linkedin.com/feed/update/urn:li:activity:7021929020413902848/,13,Series A,1/20/2023 1:19,United States,Unknown
Personalis,SF Bay Area,Healthcare,,0.3,1/19/2023 0:00,https://www.genomeweb.com/business-news/personalis-lay-30-percent-workforce#.Y8nuFezMK8A,225,IPO,1/20/2023 1:28,United States,Unknown
Wallbox,Barcelona,Energy,,0.15,1/19/2023 0:00,https://investorplace.com/2023/01/wallbox-layoffs-2023-what-to-know-about-the-latest-wbx-job-cuts/,167,IPO,1/20/2023 1:22,Spain,Unknown
Microsoft,Seattle,Other,10000,0.05,1/18/2023 0:00,https://www.usatoday.com/story/money/2023/01/18/microsoft-layoffs-10000-employees-stock/11074235002/,1,IPO,1/18/2023 2:05,United States,Unknown
Sophos,Oxford,Security,450,0.1,1/18/2023 0:00,https://techcrunch.com/2023/01/18/sophos-global-layoffs/,125,Acquired,1/18/2023 16:00,United States,Unknown
Teladoc Health,New York City,Healthcare,300,0.06,1/18/2023 0:00,https://digitalhealth.modernhealthcare.com/finance/teladoc-health-layoffs-staff-cut-jason-gorevic,172,IPO,1/18/2023 19:49,United States,Unknown
Vroom,New York City,Transportation,275,0.2,1/18/2023 0:00,https://seekingalpha.com/news/3925618-vroom-slashes-workforce-by-20,1300,IPO,1/20/2023 1:00,United States,Unknown
8x8,SF Bay Area,Support,155,0.07,1/18/2023 0:00,https://www.channelfutures.com/business-models/8x8-to-reduce-7-of-workforce-significantly-impacting-channel-staff,253,IPO,1/18/2023 23:18,United States,Unknown
Benevity,Calgary,Other,137,0.14,1/18/2023 0:00,https://benevity.com/message-kelly-schmitt,69,Unknown,1/18/2023 19:52,United States,Unknown
Inspirato,Denver,Travel,109,0.12,1/18/2023 0:00,https://sports.yahoo.com/inspirato-announces-plan-streamline-operations-233000003.html,179,IPO,1/20/2023 1:07,United States,Unknown
Jumpcloud,Boulder,Security,100,0.12,1/18/2023 0:00,https://jumpcloud.com/blog/jumpcloud-restructuring,416,Series F,1/18/2023 22:01,United States,Unknown
nCino,Wilmington,Finance,100,0.07,1/18/2023 0:00,https://portcitydaily.com/local-news/2023/01/18/ncino-lays-off-7-of-workforce-cites-challenges-in-global-economy/,1100,IPO,1/19/2023 4:09,United States,Unknown
Starry,Boston,Other,100,0.24,1/18/2023 0:00,https://seekingalpha.com/news/3925492-starry-group-announces-24-job-cuts,260,IPO,1/18/2023 23:22,United States,https://docs.google.com/spreadsheets/d/1rmKxXAUxQpZN95iqtZaFj8P03sLUXDPfQmj_jqXHRuw/edit#gid=897722994
Hootsuite,Vancouver,Marketing,70,0.07,1/18/2023 0:00,https://www.theglobeandmail.com/business/article-hootsuite-replaces-ceo-announces-layoffs/,300,Series C,1/18/2023 19:54,Canada,Unknown
Addepar,SF Bay Area,Finance,20,0.03,1/18/2023 0:00,https://fortune.com/2023/01/17/addepar-a-wealth-management-startup-launched-by-the-co-founder-of-palantir-is-the-latest-fintech-to-cut-jobs/,491,Series F,1/18/2023 15:58,United States,Unknown
80 Acres Farms,Cincinnati,Food,,0.1,1/18/2023 0:00,https://www.bizjournals.com/cincinnati/inno/stories/news/2023/01/18/80-acres-cuts-jobs-tech-industry-job-loses.html,275,Unknown,1/19/2023 4:48,United States,Unknown
Aiven,Helsinki,Infrastructure,,0.2,1/18/2023 0:00,https://aiven.io/blog/a-message-from-our-ceo-oskari-saarenmaa,420,Series D,1/18/2023 16:01,Finland,https://docs.google.com/spreadsheets/u/3/d/e/2PACX-1vSZBSGZPopyiSBwH9jQd7pn3UzPjDQrGPFLmeoNEWNd89zr17PBUM_QPRPafoxnp9ARLuOdcZg_SLLM/pubhtml
Betterfly,Santiago,Healthcare,,0.3,1/18/2023 0:00,https://www.eleconomista.com.mx/sectorfinanciero/Betterfly-despide-al-30-de-sus-colaboradores-por-cambio-de-de-foco-y-crisis-economica-20230118-0056.html,204,Series C,1/20/2023 1:15,Chile,Unknown
Cazoo,London,Transportation,,,1/18/2023 0:00,https://sifted.eu/articles/cazoo-alex-chesterman-ceo-exit/,2000,IPO,1/19/2023 17:05,United Kingdom,Unknown
Clue,Berlin,Healthcare,,,1/18/2023 0:00,https://www.linkedin.com/posts/sottawa_as-of-today-we-reduced-our-team-at-clue-activity-7021505103878647808-xXD_/,47,Unknown,1/18/2023 19:56,Germany,Unknown
Cypress.io,Atlanta,Product,,,1/18/2023 0:00,https://www.linkedin.com/feed/update/urn:li:activity:7021582263465189376/,54,Series B,1/20/2023 1:04,United States,Unknown
Pagaya,New York City,Finance,,0.2,1/18/2023 0:00,https://www.reuters.com/business/finance/fintech-pagaya-lay-off-20-employees-2023-01-18/,571,IPO,1/18/2023 19:48,United States,Unknown
Redbubble,Melbourne,Retail,,0.14,1/18/2023 0:00,https://www.afr.com/companies/retail/redbubble-makes-14pc-of-staff-redundant-20230118-p5cdeh,55,IPO,1/18/2023 2:15,Australia,Unknown
Rappi,Buenos Aires,Food,400,,1/17/2023 0:00,https://www.bloomberglinea.com/2023/01/17/cambios-en-rappi-argentina-nuevas-ciudades-ascenso-y-reorganizacion-en-el-pais/,2300,Unknown,1/20/2023 1:09,Argentina,Unknown
Lightspeed Commerce,Montreal,Retail,300,0.1,1/17/2023 0:00,https://www.prnewswire.com/news-releases/lightspeed-commerce-streamlines-operations-with-a-continued-focus-on-profitable-growth-301723292.html,1200,IPO,1/17/2023 16:45,Canada,Unknown
Unity,SF Bay Area,Other,284,0.03,1/17/2023 0:00,https://www.wsj.com/articles/unity-software-lays-off-more-workers-as-tech-job-cuts-grow-11673974721,1300,IPO,1/17/2023 19:58,United States,Unknown
Britishvolt,London,Transportation,206,1,1/17/2023 0:00,https://www.nytimes.com/2023/01/17/business/uk-britishvolt-battery-maker-bankruptcy.html,2400,Unknown,1/18/2023 2:07,United Kingdom,Unknown
Clutch,Toronto,Transportation,150,,1/17/2023 0:00,https://www.theglobeandmail.com/business/article-lightspeed-commerce-job-cuts/,253,Unknown,1/18/2023 2:16,Canada,Unknown
Exotel,Bengaluru,Support,142,0.15,1/17/2023 0:00,https://inc42.com/buzz/exclusive-saas-startup-exotel-lays-off-142-employees-amid-biz-restructuring/,87,Series D,1/18/2023 2:10,India,Unknown
Unico,Sao Paulo,Other,110,0.1,1/17/2023 0:00,https://startups.com.br/noticias/unicornio-unico-demite-cerca-de-110-pessoas-105-da-forca/,336,Series D,1/18/2023 2:12,Brazil,Unknown
Tul,Bogota,Construction,100,,1/17/2023 0:00,https://www.valoraanalitik.com/2023/01/17/plataforma-tul-anuncia-recorte-de-personal-y-revisa-estrategia-en-colombia-y-mexico/,218,Series B,1/19/2023 4:10,Colombia,Unknown
American Robotics,Boston,Other,50,0.65,1/17/2023 0:00,https://www.bostonglobe.com/2023/01/17/business/new-year-brings-new-tech-layoffs/,92,Acquired,1/20/2023 4:44,United States,https://docs.google.com/spreadsheets/d/1REpbP_AUx5LRUDexyTbfAJJp6-pYkjssTdcDvX6FioM/edit#gid=1563244864
Luxury Presence,Los Angeles,Real Estate,44,,1/17/2023 0:00,https://www.inman.com/2023/01/17/website-builder-luxury-presence-lays-off-44-employees/,31,Series B,1/18/2023 23:17,United States,Unknown
RingCentral,SF Bay Area,Other,30,,1/17/2023 0:00,https://www.channelfutures.com/business-models/ringcentral-tidying-up-the-books-with-new-layoffs-8x8-acquisition-looming,44,IPO,1/18/2023 2:14,United States,Unknown
GoMechanic,Gurugram,Transportation,,0.7,1/17/2023 0:00,https://inc42.com/buzz/gomechanic-sacks-70-staff-investor-sequoia-launches-forensic-audit/,54,Series C,1/18/2023 2:08,India,Unknown
RateGenius,Austin,Finance,,,1/17/2023 0:00,https://www.bizjournals.com/austin/inno/stories/news/2023/01/17/rategenius-lays-off-100-plus.html,2,Acquired,1/18/2023 23:17,United States,Unknown
PagBank,Sao Paulo,Finance,500,0.07,1/16/2023 0:00,"https://www.terra.com.br/amp/economia/dinheiro-em-dia/meu-negocio/pagbank-faz-sua-onda-de-layoffs-e-demite-7-do-quadro,718b40b34ae12981e16f3f1a17a25359dzxawknq.html",,IPO,1/17/2023 4:25,Brazil,s/u/1/d/16EYANYICC6CF6gbBG5NOe50GDv69_sU6J6DB4sxeAGU/htmlview?usp=sharing
ShareChat,Bengaluru,Consumer,500,0.2,1/16/2023 0:00,https://inc42.com/buzz/sharechat-moj-parent-fires-500-employees/,1700,Series H,1/16/2023 16:31,India,Unknown
Gramophone,Indore,Food,75,,1/16/2023 0:00,https://economictimes.indiatimes.com/tech/newsletters/morning-dispatch/layoffs-spread-to-dunzo-sharechat-rebel-foods-and-agri-tech-firms/articleshow/97016331.cms?from=mdr,17,Series B,1/16/2023 16:47,India,Unknown
ClearCo,Toronto,Finance,50,0.3,1/16/2023 0:00,https://betakit.com/michele-romanow-clearco-ceo-layoffs/,698,Series C,1/16/2023 16:50,Canada,Unknown
Dunzo,Bengaluru,Food,,0.03,1/16/2023 0:00,https://yourstory.com/2023/01/grocery-delivery-startup-dunzo-laid-off-3-of-its-workforce,382,Unknown,1/16/2023 16:34,India,Unknown
Ignition,Sydney,Finance,,0.1,1/16/2023 0:00,https://www.linkedin.com/posts/activity-7020865045949534208-BYRD/,74,Series C,1/17/2023 4:23,Australia,Unknown
Rebel Foods,Mumbai,Food,,0.02,1/16/2023 0:00,https://yourstory.com/2023/01/cloud-kitchen-startup-rebel-foods-layoff-employees-workforce,548,Unknown,1/16/2023 16:43,India,Unknown
Captain Fresh ,Bengaluru,Food,120,,1/15/2023 0:00,https://economictimes.indiatimes.com/tech/newsletters/morning-dispatch/layoffs-spread-to-dunzo-sharechat-rebel-foods-and-agri-tech-firms/articleshow/97016331.cms?from=mdr,126,Series C,1/16/2023 16:48,India,Unknown
Snappy,New York City,Marketing,100,0.3,1/15/2023 0:00,https://www.calcalistech.com/ctechnews/article/byyrkbzso,104,Series C,1/19/2023 4:15,United States,Unknown
BharatAgri,Mumbai,Food,40,0.43,1/15/2023 0:00,https://economictimes.indiatimes.com/tech/newsletters/morning-dispatch/layoffs-spread-to-dunzo-sharechat-rebel-foods-and-agri-tech-firms/articleshow/97016331.cms?from=mdr,21,Series A,1/16/2023 16:49,India,Unknown
DeHaat,Patna,Food,,0.05,1/15/2023 0:00,https://economictimes.indiatimes.com/tech/newsletters/morning-dispatch/layoffs-spread-to-dunzo-sharechat-rebel-foods-and-agri-tech-firms/articleshow/97016331.cms?from=mdr,254,Series E,1/16/2023 16:45,India,Unknown
Ola,Bengaluru,Transportation,200,,1/13/2023 0:00,https://www.businesstoday.in/latest/corporate/story/ola-fires-200-people-in-fresh-round-of-layoffs-360051-2023-01-13,5000,Series J,1/13/2023 14:50,India,Unknown
Bonterra ,Austin,Other,140,0.1,1/13/2023 0:00,https://www.thenonprofittimes.com/npt_articles/bonterra-lays-off-10-of-staff/,,Unknown,1/17/2023 16:48,United States,Unknown
Vial,SF Bay Area,Healthcare,40,,1/13/2023 0:00,https://www.businessinsider.com/healthtech-startup-vial-layoffs-general-catalyst-2023-1,101,Series B,1/14/2023 17:23,United States,Unknown
Arch Oncology,Brisbane,Healthcare,,1,1/13/2023 0:00,https://endpts.com/scoop-roche-backed-startup-gives-up-on-cd47-as-ceo-most-employees-leave/,155,Series C,1/14/2023 17:25,United States,Unknown
Carvana,Phoenix,Transportation,,,1/13/2023 0:00,https://www.wsj.com/articles/carvana-cuts-workers-amid-slowing-sales-and-debt-squeeze-11673568956,1600,IPO,1/14/2023 17:29,United States,Unknown
CoSchedule,Bismarck,Marketing,,,1/13/2023 0:00,https://www.inforum.com/business/dubbed-the-fastest-growing-startup-in-north-dakota-coschedule-in-fargo-lays-off-staff,2,Unknown,1/14/2023 17:26,United States,Unknown
GoCanvas,Washington D.C.,Other,,,1/13/2023 0:00,https://www.linkedin.com/posts/viyas_folks-this-week-gocanvas-had-to-let-go-of-activity-7019738503152291840-GaBp/,21,Acquired,1/18/2023 2:11,United States,Unknown
Jellyfish,Boston,Product,,0.09,1/13/2023 0:00,https://www.bizjournals.com/boston/inno/stories/news/2023/01/13/jellyfish-cuts-9-of-workforce.html,114,Series C,1/14/2023 17:33,United States,Unknown
Lending Club,SF Bay Area,Finance,225,0.14,1/12/2023 0:00,https://www.bloomberg.com/news/articles/2023-01-12/lendingclub-to-cut-14-of-workers-take-charges-of-5-7-million,392,IPO,1/12/2023 22:55,United States,Unknown
SmartNews,Tokyo,Media,120,0.13,1/12/2023 0:00,https://techcrunch.com/2023/01/12/news-aggregator-smartnews-lays-off-40-of-non-japan-staff-with-further-reductions-planned-in-japan/,410,Series F,1/13/2023 3:34,United States,Unknown
Skit.ai,Bengaluru,Support,115,,1/12/2023 0:00,https://inc42.com/buzz/exclusive-westbridge-capital-backed-saas-startup-skit-ai-lays-off-115-employees/,28,Series B,1/14/2023 17:24,India,Unknown
Pier,Sao Paulo,Finance,111,0.39,1/12/2023 0:00,https://startups.com.br/noticias/insurtech-pier-demite-cerca-de-39-da-forca-de-trabalho/,42,Series B,1/12/2023 17:14,Brazil,Unknown
Blockchain.com,London,Crypto,110,0.28,1/12/2023 0:00,https://www.coindesk.com/business/2023/01/12/crypto-brokerage-blockchaincom-lays-off-28-of-workforce-as-industrys-cruel-winter-continues/,490,Series D,1/12/2023 16:22,United Kingdom,Unknown
Greenlight,Atlanta,Finance,104,0.21,1/12/2023 0:00,https://techcrunch.com/2023/01/12/greenlight-fintech-layoff/,556,Series D,1/12/2023 22:53,United States,Unknown
Cashfree Payments,Bengaluru,Finance,100,,1/12/2023 0:00,https://economictimes.indiatimes.com/tech/startups/online-payments-firm-cashfree-lays-off-150-employees-to-cut-costs/articleshow/96938789.cms,41,Series B,1/12/2023 16:21,India,Unknown
Mapbox,Washington D.C.,Data,64,,1/12/2023 0:00,https://twitter.com/MapboxUnion/status/1616127786514796547,334,Unknown,1/20/2023 1:12,United States,Unknown
Definitive Healthcare,Boston,Healthcare,55,0.06,1/12/2023 0:00,https://www.cmlviz.com/stocks/DH/news/b/2023/01/12/definitive-healthcare-to-cut-current-workforce-by-about-55-people,,IPO,1/13/2023 1:55,United States,Unknown
Akili Labs,Baltimore,Healthcare,46,0.3,1/12/2023 0:00,https://bhbusiness.com/2023/01/12/digital-therapeutics-startup-akili-plans-to-lay-off-30-of-staff/,,Seed,1/14/2023 17:24,United States,Unknown
Career Karma,SF Bay Area,Education,22,,1/12/2023 0:00,https://techcrunch.com/2023/01/12/career-karma-conducts-another-round-of-layoffs-extends-runway-to-five-years/,51,Series B,1/12/2023 18:35,United States,Unknown
Crypto.com,Singapore,Crypto,,0.2,1/12/2023 0:00,https://www.coindesk.com/business/2023/01/13/cryptocom-cuts-workforce-by-nearly-20/,,Unknown,1/13/2023 14:48,United States,Unknown
Lattice,SF Bay Area,HR,,0.15,1/12/2023 0:00,https://lattice.com/blog/ceo-jack-altmans-email-to-lattice-employees,328,Series F,1/12/2023 17:35,United States,Unknown
Life360,SF Bay Area,Consumer,,0.14,1/12/2023 0:00,https://investors.life360.com/DownloadFile.axd?file=/Report/ComNews/20230113/02620821.pdf,158,IPO,1/13/2023 3:33,United States,Unknown
Rock Content,Miami,Marketing,,0.15,1/12/2023 0:00,"https://www.terra.com.br/economia/dinheiro-em-dia/meu-negocio/rock-content-comeca-o-ano-com-ajuste-interno-e-demite-15,f8bac592266affb0ec1f95b13e77706fpeo1jjq5.html",34,Series B,1/12/2023 16:23,United States,Unknown
Flexport,SF Bay Area,Logistics,640,0.2,1/11/2023 0:00,https://www.cnbc.com/2023/01/11/flexport-to-lay-off-20percent-of-its-global-workforce.html,2400,Series E,1/11/2023 17:30,United States,"https://alumni.flexport.com/
"
Qualtrics,Salt Lake City,Other,270,0.05,1/11/2023 0:00,https://www.marketwatch.com/story/qualtrics-to-shave-about-270-jobs-or-less-than-5-of-workforce-2023-01-11,400,IPO,1/12/2023 15:18,United States,Unknown
Verily,SF Bay Area,Healthcare,250,0.15,1/11/2023 0:00,https://www.theinformation.com/articles/alphabets-verily-lays-off-staff,3500,Unknown,1/11/2023 21:24,United States,Unknown
Tipalti,SF Bay Area,Finance,123,0.11,1/11/2023 0:00,https://www.calcalistech.com/ctechnews/article/bjj82m39i,565,Series F,1/12/2023 0:53,United States,Unknown
Jumio,SF Bay Area,Security,100,0.06,1/11/2023 0:00,https://www.biometricupdate.com/202301/jumio-downsizes-as-identity-verification-providers-respond-to-economic-climate,205,Private Equity,1/12/2023 16:19,United States,Unknown
CoinDCX,Mumbai,Crypto,80,,1/11/2023 0:00,https://www.moneycontrol.com/news/business/startup/coindcx-starts-restructuring-business-units-lays-off-employees-9848661.html,244,Series D,1/12/2023 15:36,India,Unknown
HashiCorp,SF Bay Area,Security,69,,1/11/2023 0:00,https://www.linkedin.com/news/story/former-citrix-employees-react-to-cuts-6133826/,349,IPO,1/12/2023 15:41,United States,Unknown
Embark,Boston,Healthcare,41,,1/11/2023 0:00,https://www.linkedin.com/feed/update/urn:li:activity:7018765914254778368/,94,Series B,1/12/2023 15:42,United States,https://docs.google.com/spreadsheets/d/1kCaM7nTvTP152vQxUskvnXGTtOIFhw9zK1k8K_-YdiU/edit#gid=489773232
Intrinsic,SF Bay Area,Other,40,0.2,1/11/2023 0:00,https://www.theinformation.com/articles/alphabet-job-cuts-widen-to-robotics-subsidiary,,Acquired,1/12/2023 15:03,United States,Unknown
Citizen,New York City,Consumer,33,,1/11/2023 0:00,https://techcrunch.com/2023/01/12/crime-reporting-app-citizen-lays-off-33-employees/,133,Series C,1/12/2023 22:54,United States,Unknown
Carta,SF Bay Area,HR,,0.1,1/11/2023 0:00,https://techcrunch.com/2023/01/11/carta-lays-off-10-as-cto-lawsuit-looms/,1100,Series G,1/11/2023 17:30,United States,Unknown
Limeade,Seattle,HR,,0.15,1/11/2023 0:00,https://www.geekwire.com/2023/employee-experience-company-limeade-laying-off-15-of-workforce-cfo-to-resign/,33,Series C,1/12/2023 15:16,United States,Unknown
Oyster,Charlotte,HR,,,1/11/2023 0:00,https://oysterhr.notion.site/oysterhr/A-letter-from-Oyster-s-CEO-Tony-Jamous-43b7218897904211bf1486e314056d4e,224,Series C,1/11/2023 17:32,United States,Unknown
Paddle,London,Finance,,0.08,1/11/2023 0:00,https://www.linkedin.com/feed/update/urn:li:activity:7018888417195237376/,293,Series D,1/12/2023 0:53,United Kingdom,Unknown
Coinbase,SF Bay Area,Crypto,950,0.2,1/10/2023 0:00,https://www.cnbc.com/2023/01/10/coinbase-to-slash-20percent-of-workforce-in-second-major-round-of-job-cuts.html,549,IPO,1/10/2023 14:52,United States,Unknown
Informatica,SF Bay Area,Data,450,0.07,1/10/2023 0:00,https://www.channelfutures.com/business-models/informatica-layoffs-to-slash-7-of-workforce-cfo-stepping-down,,IPO,1/10/2023 23:49,United States,Unknown
Blend,SF Bay Area,Finance,340,0.28,1/10/2023 0:00,https://www.inman.com/2023/01/10/blend-cuts-nearly-30-of-workforce-in-blistering-4th-round-of-layoffs/,665,IPO,1/10/2023 23:52,United States,Unknown
Till Payments,Sydney,Finance,120,,1/10/2023 0:00,https://www.afr.com/technology/till-payments-makes-120-staff-redundant-shakes-up-board-20230110-p5cbj3,95,Series C,1/11/2023 0:56,Australia,Unknown
ConsenSys,New York City,Crypto,100,0.11,1/10/2023 0:00,https://www.coindesk.com/business/2023/01/10/ethereum-software-firm-consensys-to-cut-upwards-of-100-staff-as-crypto-bear-market-takes-another-casualty/,726,Series D,1/10/2023 23:53,United States,Unknown
ForeScout,SF Bay Area,Security,100,0.1,1/10/2023 0:00,https://www.calcalistech.com/ctechnews/article/hkyo39k9o,125,IPO,1/10/2023 16:42,United States,Unknown
Thinkific,Vancouver,Education,76,0.19,1/10/2023 0:00,https://betakit.com/thinkific-makes-more-layoffs-as-part-of-push-towards-profitability/,22,IPO,1/10/2023 23:54,Canada,Unknown
LEAD,Mumbai,Education,60,,1/10/2023 0:00,https://inc42.com/buzz/exclusive-edtech-unicorn-lead-lays-off-60-employees-from-product-tech-teams/,190,Series E,1/11/2023 4:34,India,Unknown
Parler,Nashville,Consumer,60,0.75,1/10/2023 0:00,https://www.theverge.com/2023/1/10/23549198/parler-parlement-technologies-layoffs-gettr-george-farmer-candace-owens,36,Series B,1/11/2023 0:59,United States,Unknown
GoBolt,Toronto,Logistics,55,0.05,1/10/2023 0:00,https://betakit.com/gobolt-lays-off-five-percent-of-staff-shortly-after-75-million-raise-citing-worsening-consumer-demand/,178,Series C,1/11/2023 0:57,Canada,Unknown
Relevel,Bengaluru,HR,40,0.2,1/10/2023 0:00,https://inc42.com/buzz/unacademy-owned-relevel-to-layoff-40-employees-as-focus-shifts-to-test-product-business/,,Unknown,1/12/2023 15:20,India,Unknown
StreamElements,Tel Aviv,Media,40,0.2,1/10/2023 0:00,https://www.calcalistech.com/ctechnews/article/hjvdymj5o,111,Series B,1/11/2023 0:59,Israel,Unknown
100 Thieves,Los Angeles,Retail,,,1/10/2023 0:00,https://www.dexerto.com/esports/100-thieves-hit-with-another-round-of-layoffs-as-org-drops-multiple-key-staff-2029435/,120,Series C,1/12/2023 15:23,United States,Unknown
Beamery,London,HR,,0.12,1/10/2023 0:00,https://tech.eu/2023/01/11/beamery-layoffs,223,Series D,1/11/2023 17:33,United States,Unknown
Cart.com,Austin,Retail,,,1/10/2023 0:00,https://www.bizjournals.com/austin/inno/stories/news/2023/01/10/layoffs-at-cartcom.html?utm_source=st&utm_medium=en&utm_campaign=inno&ana=e_n&utm_content=au,383,Unknown,1/11/2023 0:55,United States,Unknown
Citrix,Miami,Infrastructure,,0.15,1/10/2023 0:00,https://techcrunch.com/2023/01/11/company-created-by-citrix-tibco-merger-confirms-it-has-laid-off-15-of-staff/,20,Acquired,1/11/2023 1:01,United States,Unknown
Esper,Seattle,Other,,0.21,1/10/2023 0:00,https://www.geekwire.com/2023/esper-lays-off-21-of-workforce-due-to-unpredictable-business-environment-in-2023/,10,Series A,1/12/2023 15:06,United States,Unknown
WHOOP,Boston,Fitness,,0.04,1/10/2023 0:00,https://www.businessinsider.com/whoop-layoffs-wearables-startup-enterprise-sales-unit-2023-1?IR=T,404,Series F,1/12/2023 15:04,United States,Unknown
Fate Therapeutics,San Diego,Healthcare,315,0.57,1/9/2023 0:00,"https://www.sandiegouniontribune.com/business/story/2023-01-09/san-diegos-fate-therapeutics-lays-off-315-employees-more-than-half-of-its-workforce#:~:text=Fate%20Therapeutics%2C%20a%20San%20Diego,collaboration%20agreement%20with%20Janssen%20Biotech",1200,IPO,1/13/2023 1:56,United States,Unknown
Century Therapeutics,Philadelphia,Healthcare,,,1/9/2023 0:00,https://www.bizjournals.com/philadelphia/news/2023/01/09/century-therapeutics-jobs-cell-therapy-cancer.amp.html,560,IPO,1/20/2023 1:27,United States,Unknown
Editas Medicine,Boston,Healthcare,,0.2,1/9/2023 0:00,https://endpts.com/editas-edits-pipeline-lays-off-20-and-says-bye-to-cso-to-kick-off-jpm23/,656,IPO,1/20/2023 1:26,United States,Unknown
Scale AI,SF Bay Area,Data,,0.2,1/9/2023 0:00,https://scale.com/blog/company-update,602,Series E,1/9/2023 23:55,United States,Unknown
Minute Media,London,Media,50,0.1,1/8/2023 0:00,https://www.calcalistech.com/ctechnews/article/bjoxf00d5i,160,Series I,1/9/2023 5:15,United Kingdom,Unknown
WalkMe,SF Bay Area,Other,43,0.03,1/8/2023 0:00,https://www.calcalistech.com/ctechnews/article/bkzauhoqo,307,IPO,1/9/2023 5:14,United States,Unknown
Huobi,Beijing,Crypto,275,0.2,1/6/2023 0:00,https://www.reuters.com/technology/crypto-exchange-huobi-lay-off-20-staff-justin-sun-2023-01-06/,2,Unknown,1/6/2023 23:12,China,Unknown
Carbon Health,SF Bay Area,Healthcare,200,,1/6/2023 0:00,https://twitter.com/erenbali/status/1611488895866408960,522,Series D,1/7/2023 1:40,United States,Unknown
Bounce,Bengaluru,Transportation,40,0.05,1/6/2023 0:00,https://www.moneycontrol.com/news/business/announcements/sequoia-backed-bounce-lays-off-5-of-staff-to-cut-costs-9822961.html,214,Series D,1/9/2023 5:03,India,Unknown
Aware,Columbus,Security,,,1/6/2023 0:00,https://www.bizjournals.com/columbus/inno/stories/news/2023/01/06/cybersecurity-startup-aware-job-cuts.html?utm_source=st&utm_medium=en&utm_campaign=EX&utm_content=co&ana=e_co_EX&j=30175273&senddate=2023-01-06,88,Series C,1/6/2023 23:18,United States,Unknown
CareerArc,Los Angeles,HR,,,1/6/2023 0:00,https://www.linkedin.com/posts/careerarc_today-was-a-tough-day-some-very-smart-talented-activity-7017267218212155392-gNaV/,30,Private Equity,1/9/2023 5:03,United States,Unknown
CreateMe,SF Bay Area,Manufacturing,,,1/6/2023 0:00,https://www.bizjournals.com/sanfrancisco/news/2023/01/06/layoffs-createme-clothing-manufacturing-newark-sf.html,,Unknown,1/9/2023 5:09,United States,Unknown
Lantern,Grand Rapids,Retail,,1,1/6/2023 0:00,https://www.linkedin.com/posts/meredith-mahoney_yesterday-we-announced-that-were-winding-activity-7016805236086341632-UwEq/,40,Seed,1/12/2023 15:40,United States,Unknown
Mojo Vision,SF Bay Area,Hardware,,0.75,1/6/2023 0:00,https://techcrunch.com/2023/01/06/mojo-vision-puts-contact-lens-production-on-hold-as-it-lays-off-75-of-staff/,204,Series B,1/6/2023 23:05,United States,Unknown
SuperRare,Wilmington,Crypto,,0.3,1/6/2023 0:00,https://techcrunch.com/2023/01/06/nft-marketplace-superrare-cuts-30-of-staff/,9,Series A,1/6/2023 23:06,United States,Unknown
Cue,San Diego,Healthcare,388,,1/5/2023 0:00,https://www.360dx.com/business-news/cue-health-lay-388-people-cost-reduction-plan#.Y7iqquzMK8A,999,IPO,1/6/2023 23:12,United States,Unknown
SoundHound,SF Bay Area,Other,200,0.5,1/5/2023 0:00,https://gizmodo.com/soundhound-lays-off-half-employees-pitiful-severance-1849987534,326,IPO,1/5/2023 20:21,United States,Unknown
Socure,Reno,Finance,104,0.19,1/5/2023 0:00,https://www.biometricupdate.com/202301/socure-slashes-workforce,646,Series E,1/6/2023 1:48,United States,Unknown
